GraphicsUtility	0x6fb86fd7	sceGuFlush
GraphicsUtility	0x75cda14e	sceGumRotateZYX
GraphicsUtility	0x77de7d58	sceGuFinish
GraphicsUtility	0x79feb9f7	sceGumOrtho
GraphicsUtility	0x7dce41ce	sceGuTexFlush
GraphicsUtility	0x7e0c30a8	sceGuAlphaFunc
GraphicsUtility	0x7e4eef5b	sceGuColor
GraphicsUtility	0x829d6652	sceGuTexSync
GraphicsUtility	0x839bea0b	sceGumStoreMatrix
GraphicsUtility	0x853b6235	sceGumSetCurMatrix
GraphicsUtility	0x8814c3ff	sceGumMatrixMode
GraphicsUtility	0x8a4c9f0f	sceGuTexMode
GraphicsUtility	0x8c480ea0	sceGuSignal
GraphicsUtility	0x8d761180	sceGuScissor
GraphicsUtility	0x8e12c34c	sceGuColorFunc
GraphicsUtility	0x90006f98	sceGumSetMatrixStack
GraphicsUtility	0x933a89c1	sceGuLightColor
GraphicsUtility	0x94cc91ec	sceGuPixelMask
GraphicsUtility	0x95d927b9	sceGuEnable
GraphicsUtility	0x9bed1d27	sceGumRotateY
GraphicsUtility	0x9bfb645d	sceGuDisable
GraphicsUtility	0x9ce77729	sceGuInit
GraphicsUtility	0xa34fc5ef	sceGuTerm
GraphicsUtility	0xa9ff6251	sceGuCopyImage
GraphicsUtility	0xaa1c8c51	sceGuDispBuffer
GraphicsUtility	0xb0da25fe	sceGuDepthRange
GraphicsUtility	0xb2cb81d2	sceGuPatchDivide
GraphicsUtility	0xb4740fab	sceGuDepthBuffer
GraphicsUtility	0xb5450e07	sceGuClear
GraphicsUtility	0xba19e908	sceGuDepthFunc
GraphicsUtility	0xbdacea3f	sceGumRotateX
GraphicsUtility	0xbe6ef948	sceGuClearColor
GraphicsUtility	0xc1b985cd	sceGuMaterial
GraphicsUtility	0xc808f1ac	sceGuTexImage
GraphicsUtility	0xc85d5cad	sceGuTexOffset
GraphicsUtility	0xc8c3db8a	sceGuSpecular
GraphicsUtility	0xcde583af	sceGuTexScale
GraphicsUtility	0xcfa09543	sceGuTexFilter
GraphicsUtility	0xd01c0f35	sceGuDisplay
GraphicsUtility	0xd9432440	sceGuClearDepth
GraphicsUtility	0xe0914bc5	sceGuStart
GraphicsUtility	0xe3579892	sceGuAmbientColor
GraphicsUtility	0xe91c2012	sceGumLoadIdentity
GraphicsUtility	0xeb316921	sceGumDrawArray
GraphicsUtility	0xeb97ca3e	sceGuClearStencil
GraphicsUtility	0xebb77ff0	sceGuShadeModel
GraphicsUtility	0xebf45989	sceGuClutLoad
GraphicsUtility	0xf016705c	sceGuAmbient
GraphicsUtility	0xf696a811	sceGumTranslate
GraphicsUtility	0xf7500449	sceGumScale
InitForKernel	0x040c934b	sceKernelQueryInitCB
InitForKernel	0x1d3256ba	sceKernelRegisterChunk
InitForKernel	0x27932388	sceKernelBootFrom
InitForKernel	0x2c6e9fe9	sceKernelGetChunk
InitForKernel	0x33d30f49	sceKernelShowIntrHandlerInfo
InitForKernel	0x3acccd7e	sceKernelShowIntrHandlerInfo
InitForKernel	0x5238f4cc	sceKernelInitLptSummary
InitForKernel	0x7233b5bc	sceKernelApplicationType
InitForKernel	0x7233b5bc	sceKernelInitKeyConfig
InitForKernel	0x7a2333ad	sceKernelInitApitype
InitForKernel	0x9d33a110	InitForKernel_9D33A110
InitForKernel	0x9f9ae99c	sceKernelSetInitCallback
InitForKernel	0xa18a4a8b	sceKernelInitDiscImage
InitForKernel	0xa6e71b93	sceKernelInitFileName
InitForKernel	0xc4f1ba33	sceKernelStartIntrLogging
InitForKernel	0xcb837ac5	sceKernelShowIntrMaskTime
InitForKernel	0xce88e870	sceKernelReleaseChunk
InitForKernel	0xd83a9bd7	sceKernelInitParamSfo
InitForKernel	0xe444cffc	sceKernelStartIntrLogging
InitForKernel	0xfd0f25ad	sceKernelShowIntrMaskTime
InterruptManager	0x5cb5a78b	sceKernelSuspendSubIntr
InterruptManager	0x7860e0dc	sceKernelResumeSubIntr
InterruptManager	0x8a389411	sceKernelDisableSubIntr
